Date,Previous_Close,Close,Percent_Change,Move_Type
2025-04-09,172.4199981689453,198.85000610351562,15.328852926139657,Positive
2022-11-10,134.8699951171875,146.8699951171875,8.89745713238388,Positive
2022-10-28,144.8000030517578,155.74000549316406,7.555250145606562,Positive
2024-06-11,193.1199951171875,207.14999389648438,7.264912559045644,Positive
2022-01-28,159.22000122070312,170.3300018310547,6.977766942076213,Positive
2025-05-12,198.52999877929688,210.7899932861328,6.175386381009962,Positive
2024-05-03,173.02999877929688,183.3800048828125,5.981625253732603,Positive
2021-03-01,121.26000213623047,127.79000091552734,5.385121774911972,Positive
2025-08-06,202.9199981689453,213.25,5.090677076812433,Positive
2022-11-30,141.1699981689453,148.02999877929688,4.859389884061516,Positive
2023-05-05,165.7899932861328,173.57000732421875,4.692692172716728,Positive
2022-04-28,156.57000732421875,163.63999938964844,4.515546870218534,Positive
2024-04-11,167.77999877929688,175.0399932861328,4.327091762818491,Positive
2025-09-22,245.5,256.0799865722656,4.309566831880085,Positive
2025-08-08,220.02999877929688,229.35000610351562,4.235789381413979,Positive
2022-05-04,159.47999572753906,166.02000427246094,4.10083315784322,Positive
2022-05-27,143.77999877929688,149.63999938964844,4.075671623385313,Positive
2021-03-09,116.36000061035156,121.08999633789062,4.064967087253768,Positive
2025-04-11,190.4199981689453,198.14999389648438,4.05944533235465,Positive
2022-05-23,137.58999633789062,143.11000061035156,4.011922682885327,Positive
2025-04-03,223.88999938964844,203.19000244140625,-9.245610346452683,Negative
2025-04-04,203.19000244140625,188.3800048828125,-7.288743235713335,Negative
2022-09-13,163.42999267578125,153.83999633789062,-5.86795372188239,Negative
2022-05-18,149.24000549316406,140.82000732421875,-5.641917621968318,Negative
2022-05-05,166.02000427246094,156.77000427246094,-5.571617733980727,Negative
2022-05-11,154.50999450683594,146.5,-5.184127106082803,Negative
2025-04-08,181.4600067138672,172.4199981689453,-4.981818698583263,Negative
2022-09-29,149.83999633789062,142.47999572753906,-4.911906560485157,Negative
2025-03-10,239.07000732421875,227.47999572753906,-4.847957184759566,Negative
2024-08-05,219.86000061035156,209.27000427246094,-4.81669985831521,Negative
2023-08-04,191.1699981689453,181.99000549316406,-4.802004898105661,Negative
2022-12-15,143.2100067138672,136.5,-4.685431463789913,Negative
2022-11-03,145.02999877929688,138.8800048828125,-4.240497792352105,Negative
2025-04-10,198.85000610351562,190.4199981689453,-4.239380274487847,Negative
2021-03-08,121.41999816894531,116.36000061035156,-4.167351041756073,Negative
2024-03-21,178.6699981689453,171.3699951171875,-4.085746418856029,Negative
2025-01-16,237.8699951171875,228.25999450683594,-4.040022200201065,Negative
2022-06-16,135.42999267578125,130.05999755859375,-3.9651446559871295,Negative
2021-12-16,179.3000030517578,172.25999450683594,-3.9263850669816525,Negative
2025-04-16,202.13999938964844,194.27000427246094,-3.8933388448355366,Negative
