Date,Previous_Close,Close,Percent_Change
2024-04-26,156.0,171.9499969482422,10.224357018103959
2025-04-09,144.6999969482422,158.7100067138672,9.682107851485465
2025-09-03,211.35000610351562,230.66000366210938,9.136502011329984
2022-07-27,105.0199966430664,113.05999755859375,7.655685747975283
2022-11-10,87.31999969482422,93.94000244140625,7.5813132956005
2022-02-02,137.6439971923828,148.0,7.523759131422758
2021-02-03,95.95600128173828,102.94400024414062,7.282503302617571
2023-02-02,100.43000030517578,107.73999786376953,7.278699130121402
2025-11-24,299.6600036621094,318.5799865722656,6.313816551737772
2022-11-30,95.19000244140625,100.98999786376953,6.093072038666492
2023-07-26,122.20999908447266,129.27000427246094,5.7769456189164625
2024-12-10,175.3699951171875,185.1699981689453,5.588186876101098
2024-12-11,185.1699981689453,195.39999389648438,5.524650768860195
2021-01-20,89.22350311279297,94.00350189208984,5.357331434581969
2023-01-20,93.05000305175781,98.0199966430664,5.341207338321197
2023-12-07,130.02000427246094,136.92999267578125,5.314557895906713
2022-06-24,112.24199676513672,117.9749984741211,5.107715359858145
2022-03-09,127.10449981689453,133.4199981689453,4.968744899786248
2021-10-27,139.30850219726562,146.21749877929688,4.959493837818929
2023-07-13,118.93000030517578,124.54000091552734,4.717060956828578
