Date,Previous_Close,Close,Percent_Change
2022-02-04,138.8455047607422,157.63949584960938,13.535901735711864
2022-11-10,86.13999938964844,96.62999725341797,12.177847617944293
2025-04-09,170.66000366210938,191.10000610351562,11.977031526306249
2022-07-29,122.27999877929688,134.9499969482422,10.36146409505072
2025-10-31,222.86000061035156,244.22000122070312,9.584492754129247
2023-08-04,128.91000366210938,139.57000732421875,8.269337801006271
2025-05-12,193.05999755859375,208.63999938964844,8.070031092964335
2024-02-02,159.27999877929688,171.80999755859375,7.866649218561839
2023-02-02,105.1500015258789,112.91000366210938,7.379935352944922
2023-10-27,119.56999969482422,127.73999786376953,6.832816082460003
2022-10-17,106.9000015258789,113.79000091552734,6.4452752958852555
2024-11-01,186.39999389648438,197.92999267578125,6.185621865256041
2023-01-11,89.87000274658203,95.08999633789062,5.8083825879343465
2022-05-13,106.93049621582031,113.05500030517578,5.727556035084924
2022-03-10,139.2790069580078,146.8175048828125,5.412515560997311
2022-07-27,114.80999755859375,120.97000122070312,5.36538959419941
2022-06-15,102.30999755859375,107.66999816894531,5.238980293477025
2021-07-06,175.5489959716797,183.78700256347656,4.692710742205475
2023-04-13,97.83000183105469,102.4000015258789,4.6713683014299345
2022-04-28,138.16700744628906,144.59649658203125,4.653418536434306
