Date,Previous_Close,Close,Percent_Change,Move_Type
2024-12-13,180.66000366210938,224.8000030517578,24.432635057510588,Positive
2025-04-09,156.02999877929688,185.14999389648438,18.663074629884147,Positive
2024-06-13,149.55099487304688,167.8990020751953,12.26872961809713,Positive
2024-07-31,143.52000427246094,160.67999267578125,11.956513303012084,Positive
2023-05-26,72.87999725341797,81.27300262451172,11.51619880268331,Positive
2024-12-16,224.8000030517578,250.0,11.209962903087757,Positive
2025-11-24,340.20001220703125,377.9599914550781,11.099346823382161,Positive
2025-10-13,324.6300048828125,356.70001220703125,9.878941207481917,Positive
2025-09-10,336.6700134277344,369.57000732421875,9.77217827079997,Positive
2025-09-05,306.1000061035156,334.8900146484375,9.405425668363353,Positive
2023-12-11,94.43000030517578,102.92400360107422,8.995026229426873,Positive
2025-03-07,179.4499969482422,194.9600067138672,8.6430816547177,Positive
2021-12-10,58.34199905395508,63.167999267578125,8.271914387369428,Positive
2022-11-10,46.946998596191406,50.65700149536133,7.902534794782179,Positive
2024-03-01,130.0489959716797,139.91700744628906,7.587918231032176,Positive
2023-05-25,67.9530029296875,72.87999725341797,7.250591013363361,Positive
2024-08-08,136.27000427246094,145.74000549316406,6.949439292427573,Positive
2024-09-11,148.2100067138672,158.27000427246094,6.787664194642051,Positive
2024-12-11,171.80999755859375,183.1999969482422,6.6294159545424725,Positive
2025-05-12,208.1999969482422,221.5800018310547,6.426515407749367,Positive
2025-01-27,244.6999969482422,202.1300048828125,-17.396809397767953,Negative
2025-12-12,406.3699951171875,359.92999267578125,-11.428009695453534,Negative
2025-04-03,172.08999633789062,154.00999450683594,-10.506131800686113,Negative
2024-09-06,152.82000732421875,137.0,-10.352052457801197,Negative
2024-08-01,160.67999267578125,147.02000427246094,-8.501362351243891,Negative
2024-07-17,169.3800048828125,155.97999572753906,-7.91121075037422,Negative
2024-07-24,163.77000427246094,151.33999633789062,-7.589917329360729,Negative
2025-02-27,212.94000244140625,197.8000030517578,-7.109983664912578,Negative
2024-03-08,140.7010040283203,130.8719940185547,-6.985742623263191,Negative
2025-04-10,185.14999389648438,172.3000030517578,-6.940313944547505,Negative
2024-12-18,240.22999572753906,223.6199951171875,-6.914207595120669,Negative
2021-03-08,45.013999938964844,42.125,-6.41800316097677,Negative
2025-03-06,191.5800018310547,179.4499969482422,-6.3315611060017485,Negative
2022-05-18,60.814998626708984,57.05699920654297,-6.179395716561875,Negative
2024-09-03,162.82000732421875,152.7899932861328,-6.160185227183701,Negative
2025-03-03,199.42999267578125,187.3699951171875,-6.047233616560376,Negative
2025-10-10,345.0199890136719,324.6300048828125,-5.9097979189986605,Negative
2022-06-16,52.67100143432617,49.71799850463867,-5.606506140517387,Negative
2025-12-15,359.92999267578125,339.80999755859375,-5.589974585783198,Negative
2023-09-01,92.28900146484375,87.25199890136719,-5.457857906714203,Negative
