Date,Previous_Close,Close,Percent_Change
2023-05-25,30.538000106811523,37.97999954223633,24.369635894280005
2025-04-09,96.30000305175781,114.33000183105469,18.722739572091605
2024-02-22,67.47200012207031,78.53800201416016,16.40088017558281
2022-11-10,13.776000022888184,15.75,14.329268102730165
2023-02-23,20.753999710083008,23.663999557495117,14.021392926965937
2024-07-31,103.7300033569336,117.0199966430664,12.812101471164627
2021-11-04,26.597999572753906,29.801000595092773,12.042262853556519
2022-03-24,25.634000778198242,28.149999618530273,9.815084512566186
2022-05-13,16.174999237060547,17.70599937438965,9.465225406757583
2024-05-23,94.94999694824219,103.79900360107422,9.319649223007008
2022-02-15,24.267000198364258,26.4950008392334,9.181195131894881
2025-01-28,118.41999816894531,128.99000549316406,8.925863441695814
2023-08-21,43.29899978637695,46.96699905395508,8.471325632635462
2021-11-18,29.26099967956543,31.674999237060547,8.249887508733833
2022-11-30,15.638999938964844,16.92300033569336,8.210246190547043
2024-09-11,108.0999984741211,116.91000366210938,8.149866153881003
2021-03-09,11.593250274658203,12.52025032043457,7.996032379312168
2021-12-07,30.03700065612793,32.426998138427734,7.956844658563522
2022-03-15,21.329999923706055,22.972999572753906,7.702764439402698
2022-07-27,16.533000946044922,17.790000915527344,7.602975246808574
