Name,Date,Opening Price,Closing Price
Google,2022-05-11,113.24,113.6
Google,2022-05-12,111.38,112.84
Google,2022-05-13,114.53,116.05
Google,2022-05-16,114.96,114.44
Google,2022-05-17,116.84,116.47
Google,2022-05-18,115.0,111.9
Google,2022-05-19,111.43,110.38
Google,2022-05-20,111.95,108.91
Google,2022-05-23,109.59,111.49
Google,2022-05-24,105.77,105.97
Google,2022-05-25,104.99,105.81
Google,2022-05-26,105.68,107.79
Google,2022-05-27,109.48,112.32
Google,2022-05-31,112.75,113.76
Google,2022-06-01,114.86,113.89
Google,2022-06-02,114.0,117.62
Google,2022-06-03,116.06,114.54
Google,2022-06-06,116.7,116.82
Google,2022-06-07,115.48,117.15
Google,2022-06-08,116.76,117.19
Google,2022-06-09,116.33,114.84
Google,2022-06-10,112.44,111.16
Google,2022-06-13,106.79,106.39
Google,2022-06-14,106.54,106.72
Google,2022-06-15,108.54,109.76
Google,2022-06-16,107.22,106.03
Google,2022-06-17,106.03,107.14
Google,2022-06-21,108.93,111.54
Google,2022-06-22,110.56,111.49
Google,2022-06-23,112.23,112.24
Google,2022-06-24,113.0,117.97
Google,2022-06-27,118.27,115.83
Google,2022-06-28,115.8,112.01
Google,2022-06-29,111.55,111.7
Google,2022-06-30,110.0,108.96
Google,2022-07-01,107.93,108.74
Google,2022-07-05,107.1,113.26
Google,2022-07-06,113.3,114.57
Google,2022-07-07,115.08,118.78
Google,2022-07-08,117.25,119.35
Google,2022-07-11,118.0,115.68
Google,2022-07-12,116.21,114.02
Google,2022-07-13,111.7,111.35
Google,2022-07-14,110.21,110.37
Google,2022-07-15,112.0,111.78
Google,2022-07-18,112.64,109.03
Google,2022-07-19,110.85,113.81
Google,2022-07-20,113.17,113.9
Google,2022-07-21,114.28,114.34
Google,2022-07-22,111.0,107.9
Google,2022-07-25,108.41,107.51
Google,2022-07-26,106.6,105.02
Google,2022-07-27,109.26,113.06
Google,2022-07-28,112.37,114.22
Google,2022-07-29,113.08,116.32
Google,2022-08-01,115.3,114.86
Google,2022-08-02,114.0,115.13
Google,2022-08-03,115.71,118.08
Google,2022-08-04,117.48,118.19
Google,2022-08-05,116.23,117.47
Google,2022-08-08,118.39,117.3
Google,2022-08-09,117.14,116.63
Google,2022-08-10,118.78,119.7
Google,2022-08-11,121.28,118.84
Google,2022-08-12,120.26,121.68
Google,2022-08-15,121.13,122.08
Google,2022-08-16,121.52,121.7
Google,2022-08-17,120.12,119.55
Google,2022-08-18,119.43,120.17
Google,2022-08-19,119.06,117.21
Google,2022-08-22,115.2,114.24
Google,2022-08-23,113.48,113.86
Google,2022-08-24,113.5,113.69
Google,2022-08-25,114.24,116.65
Google,2022-08-26,114.72,110.34
Google,2022-08-29,109.99,109.42
Google,2022-08-30,110.17,108.94
Google,2022-08-31,110.65,108.22
Google,2022-09-01,108.28,109.74
Google,2022-09-02,110.59,107.85
Google,2022-09-06,107.3,106.81
Google,2022-09-07,107.06,109.45
Google,2022-09-08,108.04,108.38
Google,2022-09-09,109.07,110.65
Google,2022-09-12,110.99,110.86
Google,2022-09-13,107.8,104.32
Google,2022-09-14,104.57,105.0
Google,2022-09-15,104.03,102.91
Google,2022-09-16,102.07,102.8
Google,2022-09-19,101.75,103.07
Google,2022-09-20,102.08,101.14
Google,2022-09-21,101.67,99.28
Google,2022-09-22,98.82,100.14
Google,2022-09-23,99.63,98.74
Google,2022-09-26,98.1,98.17
Google,2022-09-27,99.43,97.5
Google,2022-09-28,97.65,100.05
Google,2022-09-29,98.64,97.42
Google,2022-09-30,97.05,95.65
Google,2022-10-03,96.76,98.64
Google,2022-10-04,100.44,101.64
Google,2022-10-05,99.83,101.43
Google,2022-10-06,100.68,101.42
Google,2022-10-07,99.85,98.68
Google,2022-10-10,99.0,97.86
Google,2022-10-11,97.43,97.18
Google,2022-10-12,97.3,97.56
Google,2022-10-13,95.15,99.06
Google,2022-10-14,99.99,96.56
Google,2022-10-17,98.86,99.97
Google,2022-10-18,103.13,100.77
Google,2022-10-19,100.01,99.63
Google,2022-10-20,100.0,99.97
Google,2022-10-21,97.85,101.13
Google,2022-10-24,101.8,102.52
Google,2022-10-25,102.9,104.48
Google,2022-10-26,96.43,94.93
Google,2022-10-27,94.52,92.22
Google,2022-10-28,92.27,96.29
Google,2022-10-31,95.42,94.51
Google,2022-11-01,95.45,90.47
Google,2022-11-02,90.94,86.97
Google,2022-11-03,86.32,83.43
Google,2022-11-04,85.4,86.58
Google,2022-11-07,87.28,88.49
Google,2022-11-08,88.9,88.9
Google,2022-11-09,88.45,87.32
Google,2022-11-10,92.25,93.94
Google,2022-11-11,94.69,96.41
Google,2022-11-14,95.09,95.7
Google,2022-11-15,98.26,98.44
Google,2022-11-16,97.9,98.85
Google,2022-11-17,96.97,98.36
Google,2022-11-18,98.77,97.43
Google,2022-11-21,97.29,95.6
Google,2022-11-22,95.95,97.05
Google,2022-11-23,97.09,98.46
Google,2022-11-25,98.24,97.46
Google,2022-11-28,97.04,96.05
Google,2022-11-29,95.73,95.19
Google,2022-11-30,94.82,100.99
Google,2022-12-01,101.02,100.99
Google,2022-12-02,99.05,100.44
Google,2022-12-05,99.4,99.48
Google,2022-12-06,99.3,96.98
Google,2022-12-07,96.41,94.94
Google,2022-12-08,95.38,93.71
Google,2022-12-09,93.77,92.83
Google,2022-12-12,92.71,93.31
Google,2022-12-13,97.76,95.63
Google,2022-12-14,95.2,95.07
Google,2022-12-15,93.13,90.86
Google,2022-12-16,90.76,90.26
Google,2022-12-19,90.26,88.44
Google,2022-12-20,88.11,89.02
Google,2022-12-21,89.08,89.58
Google,2022-12-22,88.16,87.76
Google,2022-12-23,87.11,89.23
Google,2022-12-27,88.8,87.39
Google,2022-12-28,86.98,86.02
Google,2022-12-29,86.62,88.45
Google,2022-12-30,86.98,88.23
Google,2023-01-03,89.59,89.12
Google,2023-01-04,90.35,88.08
Google,2023-01-05,87.47,86.2
Google,2023-01-06,86.79,87.34
Google,2023-01-09,88.36,88.02
Google,2023-01-10,85.98,88.42
Google,2023-01-11,89.18,91.52
Google,2023-01-12,91.48,91.13
Google,2023-01-13,90.85,92.12
Google,2023-01-17,92.06,91.29
Google,2023-01-18,92.14,91.12
Google,2023-01-19,90.72,93.05
Google,2023-01-20,95.1,98.02
Google,2023-01-23,97.95,99.79
Google,2023-01-24,98.1,97.7
Google,2023-01-25,95.57,95.22
Google,2023-01-26,96.5,97.52
Google,2023-01-27,97.31,99.37
Google,2023-01-30,97.48,96.94
Google,2023-01-31,96.87,98.84
Google,2023-02-01,98.71,100.43
Google,2023-02-02,105.8,107.74
Google,2023-02-03,102.93,104.78
Google,2023-02-06,102.4,102.9
Google,2023-02-07,103.22,107.64
Google,2023-02-08,102.05,99.37
Google,2023-02-09,100.0,95.01
Google,2023-02-10,95.45,94.57
Google,2023-02-13,94.74,94.61
Google,2023-02-14,94.43,94.68
Google,2023-02-15,94.49,96.94
Google,2023-02-16,95.37,95.51
Google,2023-02-17,94.85,94.35
Google,2023-02-21,93.0,91.79
Google,2023-02-22,91.7,91.65
Google,2023-02-23,91.92,90.89
Google,2023-02-24,89.44,89.13
Google,2023-02-27,89.87,89.87
Google,2023-02-28,89.33,90.06
Google,2023-03-01,89.98,90.36
Google,2023-03-02,89.66,92.0
Google,2023-03-03,92.48,93.65
Google,2023-03-06,94.02,95.13
Google,2023-03-07,94.98,93.86
Google,2023-03-08,94.12,94.25
Google,2023-03-09,94.05,92.32
Google,2023-03-10,92.17,90.63
Google,2023-03-13,90.09,91.11
Google,2023-03-14,92.56,93.97
Google,2023-03-15,93.22,96.11
Google,2023-03-16,96.2,100.32
Google,2023-03-17,100.26,101.62
Google,2023-03-20,100.12,101.22
Google,2023-03-21,101.25,104.92
Google,2023-03-22,104.27,103.37
Google,2023-03-23,105.06,105.6
Google,2023-03-24,104.99,105.44
Google,2023-03-27,104.62,102.46
Google,2023-03-28,102.44,101.03
Google,2023-03-29,102.28,101.39
Google,2023-03-30,100.91,100.89
Google,2023-03-31,101.3,103.73
Google,2023-04-03,102.39,104.36
Google,2023-04-04,104.33,104.72
Google,2023-04-05,105.78,104.47
Google,2023-04-06,105.26,108.42
Google,2023-04-10,106.98,106.44
Google,2023-04-11,106.55,105.35
Google,2023-04-12,106.58,104.64
Google,2023-04-13,105.84,107.43
Google,2023-04-14,106.89,108.87
Google,2023-04-17,104.66,105.97
Google,2023-04-18,106.49,104.5
Google,2023-04-19,103.58,104.18
Google,2023-04-20,103.91,105.29
Google,2023-04-21,105.47,105.41
Google,2023-04-24,105.49,105.97
Google,2023-04-25,105.83,103.85
Google,2023-04-26,104.92,103.71
Google,2023-04-27,104.45,107.59
Google,2023-04-28,107.04,107.34
Google,2023-05-01,106.84,107.2
Google,2023-05-02,107.14,105.32
Google,2023-05-03,105.53,105.41
Google,2023-05-04,105.49,104.69
Google,2023-05-05,104.82,105.57
Google,2023-05-08,105.18,107.77
Google,2023-05-09,108.39,107.35
Google,2023-05-10,107.97,111.75
Google,2023-05-11,115.4,116.57
Google,2023-05-12,116.68,117.51
Google,2023-05-15,116.11,116.51
Google,2023-05-16,116.49,119.51
Google,2023-05-17,119.61,120.84
Google,2023-05-18,120.95,122.83
Google,2023-05-19,123.55,122.76
Google,2023-05-22,122.94,125.05
Google,2023-05-23,124.16,122.56
Google,2023-05-24,121.12,120.9
Google,2023-05-25,124.52,123.48
Google,2023-05-26,123.17,124.61
Google,2023-05-30,125.64,123.67
Google,2023-05-31,122.75,122.87
Google,2023-06-01,122.82,123.72
Google,2023-06-02,123.99,124.67
Google,2023-06-05,124.01,126.01
Google,2023-06-06,126.01,127.31
Google,2023-06-07,126.97,122.5
Google,2023-06-08,122.23,122.14
Google,2023-06-09,122.25,122.23
Google,2023-06-12,122.79,123.64
Google,2023-06-13,124.98,123.83
Google,2023-06-14,123.1,123.67
Google,2023-06-15,123.14,125.09
Google,2023-06-16,125.93,123.53
Google,2023-06-20,122.93,123.1
Google,2023-06-21,122.4,120.55
Google,2023-06-22,120.0,123.15
Google,2023-06-23,121.38,122.34
Google,2023-06-26,120.76,118.34
Google,2023-06-27,117.08,118.33
Google,2023-06-28,117.09,120.18
Google,2023-06-29,119.24,119.1
Google,2023-06-30,120.17,119.7
Google,2023-07-03,119.24,119.9
Google,2023-07-05,119.24,121.75
Google,2023-07-06,119.8,120.11
Google,2023-07-07,120.1,119.48
Google,2023-07-10,118.3,116.45
Google,2023-07-11,116.29,117.14
Google,2023-07-12,118.8,118.93
Google,2023-07-13,120.93,124.54
Google,2023-07-14,124.8,125.42
Google,2023-07-17,125.94,124.65
Google,2023-07-18,124.6,123.76
Google,2023-07-19,124.6,122.03
Google,2023-07-20,121.42,119.2
Google,2023-07-21,120.62,120.02
Google,2023-07-24,121.66,121.53
Google,2023-07-25,121.36,122.21
Google,2023-07-26,130.07,129.27
Google,2023-07-27,131.67,129.4
Google,2023-07-28,130.78,132.58
Google,2023-07-31,132.73,132.72
Google,2023-08-01,130.78,131.55
Google,2023-08-02,129.45,128.38
Google,2023-08-03,127.97,128.45
Google,2023-08-04,129.28,128.11
Google,2023-08-07,129.16,131.53
Google,2023-08-08,130.62,131.4
Google,2023-08-09,131.66,129.66
Google,2023-08-10,131.32,129.69
Google,2023-08-11,128.66,129.56
Google,2023-08-14,129.39,131.33
Google,2023-08-15,131.1,129.78
Google,2023-08-16,128.7,128.7
Google,2023-08-17,129.8,129.92
Google,2023-08-18,128.51,127.46
Google,2023-08-21,127.18,128.37
Google,2023-08-22,128.51,129.08
Google,2023-08-23,130.18,132.37
Google,2023-08-24,133.95,129.78
Google,2023-08-25,129.54,129.88
Google,2023-08-28,131.31,131.01
Google,2023-08-29,132.24,134.57
Google,2023-08-30,134.78,135.88
Google,2023-08-31,136.01,136.17
Google,2023-09-01,137.46,135.66
Google,2023-09-05,135.44,135.77
Google,2023-09-06,136.02,134.46
Google,2023-09-07,133.59,135.26
Google,2023-09-08,134.91,136.38
Google,2023-09-11,136.54,136.92
Google,2023-09-12,136.26,135.34
Google,2023-09-13,135.09,136.71
Google,2023-09-14,137.6,138.1
Google,2023-09-15,137.98,137.4
Google,2023-09-18,136.61,138.21
Google,2023-09-19,137.42,138.04
Google,2023-09-20,138.08,133.74
Google,2023-09-21,131.44,130.44
Google,2023-09-22,130.76,130.25
Google,2023-09-25,129.83,131.11
Google,2023-09-26,129.77,128.57
Google,2023-09-27,128.57,130.54
Google,2023-09-28,129.84,132.31
Google,2023-09-29,133.28,130.86
Google,2023-10-02,131.21,134.17
Google,2023-10-03,133.94,132.43
Google,2023-10-04,132.79,135.24
Google,2023-10-05,135.07,135.07
Google,2023-10-06,134.01,137.58
Google,2023-10-09,136.94,138.42
Google,2023-10-10,138.5,138.06
Google,2023-10-11,138.58,140.55
Google,2023-10-12,141.05,138.97
Google,2023-10-13,139.38,137.36
Google,2023-10-16,138.17,139.1
Google,2023-10-17,138.63,139.72
Google,2023-10-18,139.45,137.96
Google,2023-10-19,138.5,137.75
Google,2023-10-20,137.33,135.6
Google,2023-10-23,135.04,136.5
Google,2023-10-24,137.83,138.81
Google,2023-10-25,128.16,125.61
Google,2023-10-26,123.27,122.28
Google,2023-10-27,122.88,122.17
Google,2023-10-30,123.21,124.46
Google,2023-10-31,125.06,124.08
Google,2023-11-01,124.07,126.45
Google,2023-11-02,128.42,127.49
Google,2023-11-03,128.02,129.1
Google,2023-11-06,129.05,130.25
Google,2023-11-07,130.71,130.97
Google,2023-11-08,130.97,131.84
Google,2023-11-09,131.96,130.24
Google,2023-11-10,130.1,132.59
Google,2023-11-13,131.78,132.09
Google,2023-11-14,134.19,133.62
Google,2023-11-15,134.87,134.62
Google,2023-11-16,135.19,136.93
Google,2023-11-17,136.0,135.31
Google,2023-11-20,133.69,136.25
Google,2023-11-21,136.29,136.97
Google,2023-11-22,137.47,138.49
Google,2023-11-24,138.03,136.69
Google,2023-11-27,136.03,136.41
Google,2023-11-28,136.08,137.2
Google,2023-11-29,137.57,134.99
Google,2023-11-30,135.05,132.53
Google,2023-12-01,131.86,131.86
Google,2023-12-04,129.88,129.27
Google,2023-12-05,128.95,130.99
Google,2023-12-06,131.44,130.02
Google,2023-12-07,135.04,136.93
Google,2023-12-08,134.2,134.99
Google,2023-12-11,132.38,133.29
Google,2023-12-12,131.81,132.52
Google,2023-12-13,133.38,132.57
Google,2023-12-14,133.38,131.94
Google,2023-12-15,131.62,132.6
Google,2023-12-18,132.63,135.8
Google,2023-12-19,136.84,136.65
Google,2023-12-20,138.97,138.34
Google,2023-12-21,139.49,140.42
Google,2023-12-22,140.77,141.49
Google,2023-12-26,141.59,141.52
Google,2023-12-27,141.59,140.37
Google,2023-12-28,140.78,140.23
Google,2023-12-29,139.63,139.69
Google,2024-01-02,138.55,138.17
Google,2024-01-03,137.25,138.92
Google,2024-01-04,138.42,136.39
Google,2024-01-05,136.75,135.73
Google,2024-01-08,136.29,138.84
Google,2024-01-09,138.5,140.95
Google,2024-01-10,141.0,142.28
Google,2024-01-11,143.49,142.08
Google,2024-01-12,142.67,142.65
Google,2024-01-16,142.0,142.49
Google,2024-01-17,141.35,141.47
Google,2024-01-18,142.05,143.48
Google,2024-01-19,144.74,146.38
Google,2024-01-22,147.1,145.99
Google,2024-01-23,145.89,147.04
Google,2024-01-24,148.54,148.7
Google,2024-01-25,150.07,151.87
Google,2024-01-26,151.1,152.19
Google,2024-01-29,152.06,153.51
Google,2024-01-30,152.8,151.46
Google,2024-01-31,143.62,140.1
Google,2024-02-01,142.12,141.16
Google,2024-02-02,139.26,142.38
Google,2024-02-05,142.82,143.68
Google,2024-02-06,144.65,144.1
Google,2024-02-07,144.76,145.54
Google,2024-02-08,145.83,145.91
Google,2024-02-09,146.68,149.0
Google,2024-02-12,148.42,147.53
Google,2024-02-13,144.92,145.14
Google,2024-02-14,146.08,145.94
Google,2024-02-15,143.14,142.77
Google,2024-02-16,142.99,140.52
Google,2024-02-20,139.66,141.12
Google,2024-02-21,141.45,142.55
Google,2024-02-22,144.93,144.09
Google,2024-02-23,143.67,143.96
Google,2024-02-26,142.14,137.57
Google,2024-02-27,138.02,138.88
Google,2024-02-28,137.9,136.38
Google,2024-02-29,137.28,138.46
Google,2024-03-01,138.43,137.14
Google,2024-03-04,135.66,133.35
Google,2024-03-05,131.88,132.67
Google,2024-03-06,133.12,131.4
Google,2024-03-07,132.79,134.38
Google,2024-03-08,134.21,135.41
Google,2024-03-11,136.13,137.67
Google,2024-03-12,137.03,138.5
Google,2024-03-13,139.0,139.79
Google,2024-03-14,141.19,143.1
Google,2024-03-15,142.5,141.18
Google,2024-03-18,148.61,147.68
Google,2024-03-19,148.16,147.03
Google,2024-03-20,148.0,148.74
Google,2024-03-21,149.47,147.6
Google,2024-03-22,149.12,150.77
Google,2024-03-25,149.94,150.07
Google,2024-03-26,150.22,150.67
Google,2024-03-27,151.18,150.87
Google,2024-03-28,150.85,150.93
Google,2024-04-01,150.69,155.49
Google,2024-04-02,153.5,154.56
Google,2024-04-03,153.6,154.92
Google,2024-04-04,153.5,150.53
Google,2024-04-05,150.03,152.5
Google,2024-04-08,152.78,154.85
Google,2024-04-09,156.09,156.6
Google,2024-04-10,156.21,156.14
Google,2024-04-11,156.91,159.41
Google,2024-04-12,157.96,157.73
Google,2024-04-15,158.86,154.86
Google,2024-04-16,154.19,154.4
Google,2024-04-17,155.62,155.47
Google,2024-04-18,155.34,156.01
Google,2024-04-19,156.2,154.09
Google,2024-04-22,154.31,156.28
Google,2024-04-23,156.96,158.26
Google,2024-04-24,157.49,159.13
Google,2024-04-25,151.33,156.0
Google,2024-04-26,174.37,171.95
Google,2024-04-29,169.06,166.15
Google,2024-04-30,165.61,162.78
Google,2024-05-01,164.3,163.86
Google,2024-05-02,164.79,166.62
Google,2024-05-03,167.56,167.24
Google,2024-05-06,167.46,168.1
Google,2024-05-07,168.5,171.25
Google,2024-05-08,169.0,169.38
Google,2024-05-09,169.39,169.96
Google,2024-05-10,168.03,168.65
Google,2024-05-13,164.26,169.14
Google,2024-05-14,169.77,170.34
Google,2024-05-15,170.63,172.51
Google,2024-05-16,173.29,174.18
Google,2024-05-17,174.18,176.06
Google,2024-05-20,176.19,176.92
Google,2024-05-21,176.9,177.85
Google,2024-05-22,176.64,176.38
Google,2024-05-23,177.07,173.55
Google,2024-05-24,174.98,174.99
Google,2024-05-28,174.45,176.4
Google,2024-05-29,175.43,175.9
Google,2024-05-30,175.2,172.11
Google,2024-05-31,171.86,172.5
Google,2024-06-03,172.54,173.17
Google,2024-06-04,173.28,173.79
Google,2024-06-05,175.2,175.41
Google,2024-06-06,175.9,176.73
Google,2024-06-07,177.05,174.46
Google,2024-06-10,174.97,175.01
Google,2024-06-11,176.22,176.62
Google,2024-06-12,178.25,177.79
Google,2024-06-13,176.11,175.16
Google,2024-06-14,174.22,176.79
Google,2024-06-17,175.46,177.24
Google,2024-06-18,177.14,175.09
Google,2024-06-20,175.37,176.3
Google,2024-06-21,177.0,179.63
Google,2024-06-24,180.16,179.22
Google,2024-06-25,179.62,184.03
Google,2024-06-26,182.63,183.88
Google,2024-06-27,184.18,185.41
Google,2024-06-28,184.32,182.15
Google,2024-07-01,183.03,182.99
Google,2024-07-02,182.05,185.24
Google,2024-07-03,184.85,185.82
Google,2024-07-05,185.86,190.6
Google,2024-07-08,189.9,189.03
Google,2024-07-09,190.31,188.98
Google,2024-07-10,189.15,191.18
Google,2024-07-11,189.85,185.57
Google,2024-07-12,185.08,185.07
Google,2024-07-15,184.92,186.53
Google,2024-07-16,187.36,183.92
Google,2024-07-17,182.97,181.02
Google,2024-07-18,181.93,177.69
Google,2024-07-19,178.88,177.66
Google,2024-07-22,180.59,181.67
Google,2024-07-23,182.05,181.79
Google,2024-07-24,173.6,172.63
Google,2024-07-25,172.52,167.28
Google,2024-07-26,167.15,167.0
Google,2024-07-29,168.83,169.53
Google,2024-07-30,170.24,170.29
Google,2024-07-31,173.24,171.54
Google,2024-08-01,170.25,170.76
Google,2024-08-02,166.44,166.66
Google,2024-08-05,155.5,159.25
Google,2024-08-06,159.33,158.29
Google,2024-08-07,161.25,158.94
Google,2024-08-08,160.51,162.03
Google,2024-08-09,160.01,163.67
Google,2024-08-12,164.35,162.29
Google,2024-08-13,163.41,164.16
Google,2024-08-14,162.4,160.37
Google,2024-08-15,160.5,161.3
Google,2024-08-16,161.47,162.96
Google,2024-08-19,165.28,166.67
Google,2024-08-20,166.9,167.18
Google,2024-08-21,165.15,165.85
Google,2024-08-22,167.26,163.8
Google,2024-08-23,164.72,165.62
Google,2024-08-26,166.38,166.16
Google,2024-08-27,165.84,164.68
Google,2024-08-28,165.04,162.85
Google,2024-08-29,164.31,161.78
Google,2024-08-30,162.62,163.38
Google,2024-09-03,161.72,157.36
Google,2024-09-04,156.66,156.45
Google,2024-09-05,156.3,157.24
Google,2024-09-06,157.3,150.92
Google,2024-09-09,152.51,148.71
Google,2024-09-10,150.45,148.66
Google,2024-09-11,149.92,151.16
Google,2024-09-12,153.8,154.69
Google,2024-09-13,155.43,157.46
Google,2024-09-16,157.31,158.06
Google,2024-09-17,159.02,159.32
Google,2024-09-18,159.86,159.81
Google,2024-09-19,163.71,162.14
Google,2024-09-20,163.5,163.59
Google,2024-09-23,164.35,161.85
Google,2024-09-24,163.03,162.29
Google,2024-09-25,161.47,161.49
Google,2024-09-26,163.64,162.73
Google,2024-09-27,162.81,163.95
Google,2024-09-30,163.32,165.85
Google,2024-10-01,167.69,166.99
Google,2024-10-02,166.42,165.86
Google,2024-10-03,164.41,165.86
Google,2024-10-04,168.06,167.06
Google,2024-10-07,167.72,162.98
Google,2024-10-08,163.94,164.38
Google,2024-10-09,163.45,161.86
Google,2024-10-10,160.87,162.08
Google,2024-10-11,162.13,163.24
Google,2024-10-14,163.64,164.96
Google,2024-10-15,165.79,165.46
Google,2024-10-16,164.53,165.16
Google,2024-10-17,165.73,162.93
Google,2024-10-18,163.19,163.42
Google,2024-10-21,162.95,164.07
Google,2024-10-22,162.98,165.14
Google,2024-10-23,164.76,162.78
Google,2024-10-24,162.83,162.72
Google,2024-10-25,163.67,165.27
Google,2024-10-28,168.75,166.72
Google,2024-10-29,167.73,169.68
Google,2024-10-30,180.68,174.46
Google,2024-10-31,173.13,171.11
Google,2024-11-01,170.07,171.29
Google,2024-11-04,169.93,169.24
Google,2024-11-05,169.43,169.74
Google,2024-11-06,173.8,176.51
Google,2024-11-07,177.41,180.75
Google,2024-11-08,180.65,178.35
Google,2024-11-11,178.58,180.35
Google,2024-11-12,179.82,181.62
Google,2024-11-13,180.46,178.88
Google,2024-11-14,178.28,175.58
Google,2024-11-15,173.73,172.49
Google,2024-11-18,173.42,175.3
Google,2024-11-19,173.72,178.12
Google,2024-11-20,177.34,175.98
Google,2024-11-21,173.9,167.63
Google,2024-11-22,165.85,164.76
Google,2024-11-25,166.09,167.65
Google,2024-11-26,167.63,169.12
Google,2024-11-27,169.0,169.23
Google,2024-11-29,168.5,168.95
Google,2024-12-02,168.77,171.49
Google,2024-12-03,171.49,171.34
Google,2024-12-04,171.15,174.37
Google,2024-12-05,175.36,172.64
Google,2024-12-06,172.03,174.71
Google,2024-12-09,173.96,175.37
Google,2024-12-10,182.85,185.17
Google,2024-12-11,185.31,195.4
Google,2024-12-12,195.0,191.96
Google,2024-12-13,191.01,189.82
Google,2024-12-16,192.87,196.66
Google,2024-12-17,197.25,195.42
Google,2024-12-18,195.22,188.4
Google,2024-12-19,191.63,188.51
Google,2024-12-20,185.78,191.41
Google,2024-12-23,192.62,194.63
Google,2024-12-24,194.84,196.11
Google,2024-12-26,195.15,195.6
Google,2024-12-27,194.95,192.76
Google,2024-12-30,189.8,191.24
Google,2024-12-31,191.08,189.3
Google,2025-01-02,190.65,189.43
Google,2025-01-03,191.37,191.79
Google,2025-01-06,193.98,196.87
Google,2025-01-07,197.11,195.49
Google,2025-01-08,192.57,193.95
Google,2025-01-10,194.3,192.04
Google,2025-01-13,190.07,191.01
Google,2025-01-14,191.24,189.66
Google,2025-01-15,193.09,195.55
Google,2025-01-16,194.14,192.91
Google,2025-01-17,196.53,196.0
Google,2025-01-21,199.07,198.05
Google,2025-01-22,199.06,198.37
Google,2025-01-23,198.14,197.98
Google,2025-01-24,198.1,200.21
Google,2025-01-27,192.41,191.81
Google,2025-01-28,192.75,195.3
Google,2025-01-29,195.56,195.41
Google,2025-01-30,198.0,200.87
Google,2025-01-31,202.0,204.02
Google,2025-02-03,200.69,201.23
Google,2025-02-04,203.39,206.38
Google,2025-02-05,191.07,191.33
Google,2025-02-06,189.5,191.6
Google,2025-02-07,191.05,185.34
Google,2025-02-10,187.35,186.47
Google,2025-02-11,185.03,185.32
Google,2025-02-12,183.22,183.61
Google,2025-02-13,184.32,186.14
Google,2025-02-14,185.06,185.23
Google,2025-02-18,185.6,183.77
Google,2025-02-19,184.07,185.27
Google,2025-02-20,184.8,184.56
Google,2025-02-21,185.15,179.66
Google,2025-02-24,181.99,179.25
Google,2025-02-25,178.04,175.42
Google,2025-02-26,175.07,172.73
Google,2025-02-27,173.99,168.5
Google,2025-02-28,168.68,170.28
Google,2025-03-03,171.93,167.01
Google,2025-03-04,166.24,170.92
Google,2025-03-05,170.52,173.02
Google,2025-03-06,170.53,172.35
Google,2025-03-07,171.26,173.86
Google,2025-03-10,168.26,165.87
Google,2025-03-11,164.91,164.04
Google,2025-03-12,166.58,167.11
Google,2025-03-13,166.04,162.76
Google,2025-03-14,163.27,165.49
Google,2025-03-17,165.03,164.29
Google,2025-03-18,163.68,160.67
Google,2025-03-19,161.76,163.89
Google,2025-03-20,161.57,162.8
Google,2025-03-21,161.21,163.99
Google,2025-03-24,167.07,167.68
Google,2025-03-25,168.98,170.56
Google,2025-03-26,169.0,165.06
Google,2025-03-27,164.63,162.24
Google,2025-03-28,160.49,154.33
Google,2025-03-31,153.11,154.64
Google,2025-04-01,153.62,157.07
Google,2025-04-02,155.15,157.04
Google,2025-04-03,151.11,150.72
Google,2025-04-04,148.01,145.6
Google,2025-04-07,141.55,146.75
Google,2025-04-08,151.22,144.7
Google,2025-04-09,144.42,158.71
Google,2025-04-10,156.54,152.82
Google,2025-04-11,152.9,157.14
Google,2025-04-14,160.0,159.07
Google,2025-04-15,159.13,156.31
Google,2025-04-16,153.1,153.33
Google,2025-04-17,154.29,151.16
Google,2025-04-21,148.88,147.67
Google,2025-04-22,148.89,151.47
Google,2025-04-23,155.61,155.35
Google,2025-04-24,156.15,159.28
Google,2025-04-25,165.07,161.96
Google,2025-04-28,162.43,160.61
Google,2025-04-29,160.32,160.16
Google,2025-04-30,157.98,158.8
Google,2025-05-01,160.45,161.3
Google,2025-05-02,163.41,164.03
Google,2025-05-05,163.0,164.21
Google,2025-05-06,162.17,163.23
Google,2025-05-07,164.08,151.38
Google,2025-05-08,155.0,154.28
Google,2025-05-09,154.17,152.75
Google,2025-05-12,157.49,158.46
Google,2025-05-13,158.79,159.53
Google,2025-05-14,159.96,165.37
Google,2025-05-15,165.84,163.96
Google,2025-05-16,167.73,166.19
Google,2025-05-19,164.51,166.54
Google,2025-05-20,166.43,163.98
Google,2025-05-21,163.69,168.56
Google,2025-05-22,171.85,170.87
Google,2025-05-23,169.06,168.47
Google,2025-05-27,170.16,172.9
Google,2025-05-28,173.16,172.36
Google,2025-05-29,174.0,171.86
Google,2025-05-30,171.35,171.74
Google,2025-06-02,167.84,169.03
Google,2025-06-03,167.49,166.18
Google,2025-06-04,166.74,168.05
Google,2025-06-05,170.34,168.21
Google,2025-06-06,170.83,173.68
Google,2025-06-09,174.54,176.09
Google,2025-06-10,176.2,178.6
Google,2025-06-11,179.77,177.35
Google,2025-06-12,176.18,175.7
Google,2025-06-13,172.44,174.67
